Code,Name
3073,天方能源
3078,僑威
3081,聯亞
3083,網龍
3085,新零售
3086,華義
3088,艾訊
3093,港建*
3095,及成
3105,穩懋
3114,好德
3115,富榮綱
3118,進階
3122,笙泉
3128,昇銳
3131,弘塑
3141,晶宏
3147,大綜
3152,璟德
3162,精確
3163,波若威
3169,亞信
3171,炎洲流通
3176,基亞
3178,公準
3188,鑫龍騰
3191,雲嘉南
3205,佰研
3206,志豐
3207,耀勝
3211,順達
3213,茂訊
3217,優群
3218,大學光
3219,倚強科
3221,台嘉碩
3224,三顧
3226,龍鋒
3227,原相
3228,金麗科
3230,錦明
3232,昱捷
3234,光環
3236,千如
3252,海灣
3259,鑫創
3260,威剛
3264,欣銓
3265,台星科
3268,海德威
3272,東碩
3276,宇環
3284,太普高
3285,微端
3287,廣寰科
3288,點晶
3289,宜特
3290,東浦
3293,鈊象
3294,英濟
3297,杭特
3303,岱稜
3306,鼎天
3310,佳穎
3313,斐成
3317,尼克森
3322,建舜電
3323,加百裕
3324,雙鴻
3325,旭品
3332,幸康
3339,泰谷
3349,寶德
3354,律勝
3357,臺慶科
3360,尚立
3362,先進光
3363,上詮
3372,典範
3373,熱映
3374,精材
3379,彬台
3388,崇越電
3390,旭軟
3402,漢科
3426,台興
3430,奇鈦科
3434,哲固
3438,類比科
3441,聯一光
3444,利機
3455,由田
3465,進泰電子
3466,德晉
3467,台灣精材
3479,安勤
3483,力致
3484,崧騰
3489,森寶
3490,單井
3491,昇達科
3492,長盛
3498,陽程
3499,環天科
3508,位速
3511,矽瑪
3512,皇龍
3516,亞帝歐
3520,華盈
3521,鴻翊
3522,御嵿
3523,迎輝
3526,凡甲
3527,聚積
3529,力旺
3531,先益
3537,堡達
3540,曜越
3541,西柏
3546,宇峻
3548,兆利
3551,世禾
3552,同致
3555,博士旺
3556,禾瑞亞
3558,神準
3564,其陽
3567,逸昌
3570,大塚
3577,泓格
3580,友威科
3581,博磊
3587,閎康
3594,磐儀
3597,映興
3609,三一東林
3611,鼎翰
3615,安可
3623,富晶通
3624,光頡
3625,西勝
3628,盈正
3629,地心引力
3630,新鉅科
3631,晟楠
3632,研勤
3646,艾恩特
3663,鑫科
3664,安瑞-KY
3666,光耀
3672,康聯訊
3675,德微
3680,家登
3684,榮昌
3685,元創精密
3687,歐買尬
3689,湧德
3691,碩禾
3693,營邦
3707,漢磊
3709,鑫聯大投控
3710,連展投控
3713,新晶投控
4102,永日
4105,東洋
4107,邦特
4109,加捷生醫
4111,濟生
4113,聯上
4114,健喬
4116,明基醫
4120,友華
4121,優盛
4123,晟德
4126,太醫
4127,天良
4128,中天
4129,聯合
4130,健亞
4131,浩泰
4138,曜亞
4139,馬光-KY
4147,中裕
4153,鈺緯
4154,樂威科-KY
4157,太景*-KY
4160,訊聯基因
4161,聿新科
4162,智擎
4163,鐿鈦
4167,松瑞藥
4168,醣聯
4171,瑞基
4173,久裕
4174,浩鼎
4175,杏一
4183,福永生技
4188,安克
4192,杏國
4198,欣大健康
4205,中華食
4207,環泰
4303,信立
4304,勝昱
4305,世坤
4401,東隆興
4402,郡都開發
4406,新昕纖
4413,飛寶企業
4416,三圓
4417,金洲
4419,皇家美食
4420,光明
4430,耀億
4432,銘旺實
4433,興采
4442,竣邦-KY
4502,健信
4503,金雨
4506,崇友
4510,高鋒
4513,福裕
4523,永彰
4527,方土霖
4528,江興鍛
4529,淳紳
4530,宏易
4533,協易機
4534,慶騰
4535,至興
4538,大詠城
4541,晟田
4542,科嶠
4543,萬在
4549,桓達
4550,長佳
4554,橙的
4556,旭然
4558,寶緯
4561,健椿
4563,百德
4568,科際精密
4577,達航科技
4580,捷流閥業
4584,君帆
4609,唐鋒
4702,中美實
4706,大恭
4707,磐亞
4711,永純
4714,永捷
4716,大立
4721,美琪瑪
4726,永昕
4728,雙美
4729,熒茂
4735,豪展
4741,泓瀚
4743,合一
4744,皇將
4745,合富-KY
4747,強生
4749,新應材
4754,國碳科
4760,勤凱
4767,誠泰科技
4768,晶呈科技
4772,台特化
4804,大略-KY
4806,桂田文創
4903,聯光通
4905,台聯電
4907,富宇
4908,前鼎
4909,新復興
4911,德英
4923,力士
4924,欣厚-KY
4931,新盛力
4933,友輝
4939,亞電
4945,陞達科技
4946,辣椒
4950,金耘國際
4951,精拓科
4953,緯軟
4966,譜瑞-KY
4971,IET-KY
4972,湯石照明
4973,廣穎
4974,亞泰
4979,華星光
4987,科誠
4991,環宇-KY
4995,晶達
5009,榮剛
5011,久陽
5013,強新
5014,建錩
5015,華祺
5016,松和
5201,凱衛
5202,力新
5205,中茂
5206,坤悅
5209,新鼎
5210,寶碩
5211,蒙恬
5212,凌網
5213,亞昕
5220,萬達光電
5223,安力-KY
5227,立凱-KY
5228,鈺鎧
5230,雷笛克光學
5236,凌陽創新
5245,智晶
5251,天鉞電
5263,智崴
5272,笙科
5274,信驊
5276,達輝-KY
5278,尚凡*
5287,數字
5289,宜鼎
5291,邑昇
5299,杰力
5301,寶得利
5302,太欣
5309,系統電
5310,天剛
5312,寶島科
5314,世紀*
5315,光聯
5321,美而快
5324,士開
5328,華容
5340,建榮
5344,立衛
5345,天揚
5347,世界
5348,正能量智能
5351,鈺創
5353,台林
5355,佳總
5356,協益
5364,力麗店
5371,中光電
5381,合正
5386,青雲
5392,能率
5398,慕康生醫
5403,中菲
5410,國眾
5425,台半
5426,振發
5432,新門
5438,東友
5439,高技
5443,均豪
5450,南良
5452,佶優
5455,昇益
5457,宣德
5460,同協
5464,霖宏
5465,富驊
5468,凱鈺
5474,聰泰
5475,德宏
5478,智冠
5483,中美晶
5487,通泰
5488,松普
5489,彩富
5490,同亨
5493,三聯
5498,凱崴
5508,永信建
5511,德昌
5512,力麒
5514,三豐
5516,雙喜
5520,力泰
5523,豐謙
5529,鉅陞
5530,龍巖
5536,聖暉*
5543,桓鼎-KY
5548,安倉
5601,台聯櫃
5603,陸海
5604,中連
5609,中菲行
5701,劍湖山
5703,亞都
5704,老爺知
5864,致和證
5878,台名
5902,德記
5903,全家
5904,寶雅
5905,南仁湖
6015,宏遠證
6016,康和證
6020,大展證
6021,美好證
6023,元大期
6026,福邦證
6101,寬魚國際
6103,合邦
6104,創惟
6109,亞元
6111,大宇資
6113,亞矽
6114,久威
6118,建達
6121,新普
6122,擎邦
6123,上奇
6124,業強
6125,廣運
6126,信音
6127,九豪
6129,普誠
6130,上亞科技
6134,萬旭
6138,茂達
6140,訊達
6143,振曜
6144,得利影
6146,耕興
6147,頎邦
6148,驊宏資
6150,撼訊
6151,晉倫
6154,順發
6156,松上
6158,禾昌
6160,欣技
6161,捷波
6163,華電網
6167,久正
6169,昱泉
6170,統振
6171,大城地產
6173,信昌電
6174,安碁
6175,立敦
6179,亞通
6180,橘子
6182,合晶
6185,幃翔
6186,新潤
6187,萬潤
6188,廣明
6190,萬泰科
6194,育富
6195,詩肯
6198,瑞築
6199,天品
006201,元大富櫃50
6203,海韻電
6204,艾華
6207,雷科
6208,日揚
6210,慶生
6212,理銘
6217,中探針
6218,豪勉
6219,富旺
6220,岳豐
6221,晉泰
6222,立軒
6223,旺矽
6227,茂綸
6228,全譜
6229,研通
6231,系微
6233,旺玖
6234,高僑
6236,中湛
6237,驊訊
6240,松崗
6241,易通展
6242,立康
6244,茂迪
6245,立端
6246,臺龍
6248,沛波
6259,百徽
6261,久元
6263,普萊德
6264,富裔
6265,方土昶
6266,泰詠
6270,倍微
6274,台燿
6275,元山
6276,安鈦克
6279,胡連
6284,佳邦
6287,元隆
6290,良維
6291,沛亨
6292,迅德
6294,智基
6411,晶焱
6417,韋僑
6418,詠昇
6419,京晨科
6425,易發
6432,今展科
6435,大中
6441,廣錠
6461,益得
6462,神盾
6465,威潤
6469,大樹
6470,宇智
6482,弘煜科
6485,點序
6486,互動
6488,環球晶
6492,生華科
6494,九齊
6496,科懋
6498,久禾光
6499,益安
6506,雙邦
6508,惠光
6509,聚和
6510,精測
6512,啟發電
6516,勤崴國際
6517,保勝光學
6523,達爾膚
6527,明達醫
6530,創威
6532,瑞耘
6535,順藥
6538,倉和
6542,隆中
6546,正基
6547,高端疫苗
6548,長科*
6556,勝品
6560,欣普羅
6561,是方
6568,宏觀
6569,醫揚
6570,維田
6574,霈方
6576,逸達
6577,勁豐
6578,達邦蛋白
6584,南俊國際
6588,東典光電
6589,台康生技
6590,普鴻
6593,台灣銘板
6596,寬宏藝術
6597,立誠
6603,富強鑫
6609,瀧澤科
6612,奈米醫材
6613,朋億*
6615,慧智
6616,特昇-KY
6617,共信-KY
6624,萬年清
6629,泰金-KY
6637,醫影
6640,均華
6642,富致
6643,M31
6649,台生材
6651,全宇昕
6654,天正國際
6661,威健生技
6662,樂斯科
6664,群翊
6667,信紘科
6679,鈺太
6680,鑫創電子
6683,雍智科技
6684,安格
6690,安碁資訊
6692,進能服
6693,廣閎科
6697,東捷資訊
6703,軒郁
6708,天擎
6712,長聖
6716,應廣
6720,久昌
6721,信實
6727,亞泰金屬
6728,上洋
6732,昇佳電子
6733,博晟生醫
6735,美達科技
6739,竹陞科技
6741,91APP*-KY
6747,亨泰光
6751,智聯服務
6752,叡揚
6761,穩得
6762,達亞
6763,綠界科技*
6767,台微醫
6785,昱展新藥
6788,華景電
6791,虎門科技
6803,崑鼎
6804,明係
6811,宏碁資訊
6821,聯寶
6823,濾能
6829,千附精密
6840,東研信超
6841,長佳智能
6843,進典
6844,諾貝兒
6846,綠茵
6855,數泓科
6856,鑫傳
6859,伯特光
6865,偉康科技
6870,騰雲
6872,浩宇生醫
6874,倍力
6875,國邑*
6877,鏵友益
6881,潤德
6894,衛司特
6895,宏碩系統
6899,創為精密
6903,巨漢
6904,伯鑫
6913,鴻呈
6922,宸曜
6925,意藍
6929,佑全
6953,家碩
6967,汎瑋材料
6968,萬達寵物
6982,大井泵浦
6996,力領科技
6997,博弘
7402,邑錡
7556,意德士
7584,樂意
7642,昶瑞機電
7703,銳澤
7704,明遠精密
7708,全家餐飲
7709,榮田
7712,博盛半導體
7713,威力德生醫
7714,創泓科技
7715,裕山
7718,友鋮
7723,築間
7728,光焱科技
7734,印能科技
7743,金利食安
8024,佑華
8027,鈦昇
8032,光菱
8034,榮群
8038,長園科
8040,九暘
8042,金山電
8043,蜜望實
8044,網家
8047,星雲
8048,德勝
8049,晶采
8050,廣積
8054,安國
8059,凱碩
8064,東捷
8066,來思達
8067,志旭
8068,全達
8069,元太
8071,能率網通
8074,鉅橡
8076,伍豐
8077,洛碁
8080,泰霖
8083,瑞穎
8084,巨虹
8085,福華
8086,宏捷科
8087,麗升能源
8088,品安
8089,康全電訊
8091,翔名
8092,建暐
8093,保銳
8096,擎亞
8097,常珵
8099,大世科
8107,大億金茂
8109,博大
8111,立碁
8121,越峰
8147,正淩
8155,博智
8171,天宇
8176,智捷
8182,加高
8183,精星
8227,巨有科技
8234,新漢
8240,華宏
8255,朋程
8272,全景軟體
8277,商丞
8279,生展
8284,三竹
8289,泰藝
8291,尚茂
8299,群聯
8342,益張
8349,恒耀
8349A,恒耀甲特
8354,冠好
8358,金居
8383,千附
8390,金益鼎
8401,白紗科
8403,盛弘
8409,商之器
8410,森田
8415,大國鋼
8416,實威
8421,旭源
8423,保綠-KY
8424,惠普
8426,紅木-KY
8431,匯鑽科
8432,東生華
8433,弘帆
8435,鉅邁
8436,大江
8437,大地-KY
8440,綠電
8444,綠河-KY
8446,華研
8450,霹靂
8455,大拓-KY
8472,夠麻吉
8477,創業家
8489,三貝德
8905,裕國
8906,花王
8908,欣雄
8916,光隆
8917,欣泰
8921,沈氏
8923,時報
8924,大田
8927,北基
8928,鉅明
8929,富堡
8930,青鋼
8931,大汽電
8932,智通*
8933,愛地雅
8935,邦泰
8936,國統
8937,合騏
8938,明安
8941,關中
8942,森鉅
009806,台新標普500
009807,台新標普科技精選
9949,琉園
9950,萬國通
9951,皇田
9960,邁達康
9962,有益
020001,富邦存股雙十N
020023,元大櫃買半導體N
020025,統一亞洲半導體N
020027,元大上櫃ESG成長N
020033,統一恒生科期N
020035,元大上櫃ESG高息N
020040,元大上櫃ESG龍頭N
020041,兆豐半導體氣候N
70006C,元債20富邦56牛01
70340U,耀勝群益46售01
70454U,元太群益47售01
70493U,中探針群益47售01
70494U,友威科群益47售01
70521U,福裕群益48售02
70630U,先進光國票47售03
70631U,先進光國票49售02
70661U,華星光群益47售01
70706U,神盾群益49售01
70719U,力旺群益47售01
70752U,新復興國票47售01
70755U,原相統一48售06
70801U,力旺國票46售02
70810U,佶優國票46售02
70811U,信驊永豐46售01
70817U,信驊元富47售02
70820U,博磊國票46售02
70822U,新復興國票47售02
70824U,新復興群益46售02
70840U,東捷國票46售03
70844U,昇達科統一46售02
70849U,鑫科國票46售01
70862U,新復興國票47售03
70875U,永信建群益47售01
70879U,新復興元大48售02
70890U,同致群益47售03
70893U,穩懋國票46售01
70895U,世禾群益46售02
70896U,瀧澤科元大48售02
70897U,創惟國票46售03
70898U,華星光國票46售03
70899U,精測國票46售03
70900U,友威科凱基47售04
70906U,康全電群益47售02
70907U,群聯群益46售03
70908U,世禾國票46售02
70909U,撼訊國票46售04
70911U,順達國票46售04
70912U,順達國票46售05
70915U,瀧澤科永豐46售02
70918U,瀧澤科群益49售02
70920U,鈊象群益47售09
70921U,弘塑國票47售02
70922U,鈊象國票46售04
70925U,華星光群益47售03
70926U,元太國票46售03
70928U,華星光國票46售04
70931U,信驊國票46售02
70932U,信驊國票46售03
70933U,康全電國票46售02
70934U,鈊象國票46售05
70935U,廣明國票46售02
70940U,元太國票46售04
70941U,旺矽群益46售02
70942U,旺矽群益47售02
70946U,金麗科國票46售02
70947U,康全電國票46售03
70949U,旺矽凱基46售02
70952U,鈊象國票46售06
70953U,濱川國票47售01
70954U,元太群益47售02
70955U,富喬群益47售02
70959U,高鋒國票46售02
70962U,神準國票47售01
70963U,富喬國票48售01
70964U,振曜群益48售02
70965U,神準群益48售01
70966U,創惟群益48售01
70967U,閎康群益48售01
70968U,精材群益48售01
70969U,雙鴻群益48售02
70970U,元太國票47售01
70971U,高鋒國票47售02
70972U,富喬國票47售01
70973U,晶呈群益48售01
70974U,精測群益4A售01
70979U,力旺凱基47售03
70980U,元太凱基47售01
70981U,旺矽國票47售02
70983U,雙鴻國票47售01
70984U,力旺群益48售02
70988U,旺矽凱基47售03
70989U,晟德國票47售01
70990U,晟德群益48售01
70996U,友威科國票47售01
70997U,精測國票47售03
70998U,精測國票47售04
71001U,前鼎永豐48售01
71005U,天品國票47售02
71006U,雙鴻國票47售02
71007U,精材凱基48售01
71008U,宏碁資元大46售04
71009U,雙鴻永豐47售03
71010U,宏碁資群益46售02
71011U,雙鴻元富46售02
71012U,力旺國票47售02
71013U,力旺國票48售02
71014U,旺矽國票47售04
71015U,力旺凱基46售02
71016U,旺矽凱基46售05
71017U,神盾元富46售02
71018U,波若威國票46售03
71019U,聖暉*國票47售01
71020U,雙鴻國票47售03
71021U,元太元富46售01
71022U,台燿群益47售03
71023U,湧德國票46售03
71024U,雙鴻凱基47售04
71025U,信驊永豐46售04
71026U,中美晶國票47售02
71027U,環球晶國票46售04
71028U,信驊元富46售02
71029U,信驊元富46售03
71030U,信驊群益46售02
71031U,信驊群益4C售01
71032U,中美晶凱基47售01
71033U,環球晶凱基46售03
71034U,中美晶群益48售02
71035U,鈊象群益47售10
71036U,精測群益46售02
71037U,昇達科凱基46售03
71038U,旺矽永豐46售04
71039U,立碁國票47售04
71040U,神準國票47售04
71041U,富喬元富46售01
71042U,宏捷科群益48售01
71043U,力旺元富46售02
71044U,立碁群益46售01
71045U,精測國票47售06
71046U,雙鴻國票46售04
71047U,國債20元大47售02
71048U,湧德國票49售01
71049U,鑫科國票46售02
71050U,亞泰國票47售02
71051U,神盾國票47售03
71052U,雍智國票47售04
71053U,精測國票47售07
71054U,宏碁資統一46售01
71055U,中光電元富46售06
71056U,能率永豐46售02
71057U,富喬凱基46售02
71058U,伯特光國票47售02
71059U,神盾國票47售04
71060U,能率國票47售03
71061U,能率國票47售04
71062U,富喬元大46售01
71063U,旺矽國票47售06
71064U,桓達國票46售04
71065U,雍智國票47售05
71066U,亞泰國票48售01
71067U,信驊國票48售02
71068U,信驊國票48售03
71069U,信驊永豐48售01
71070U,信驊凱基47售04
71071U,信驊群益4B售01
71072U,桓達國票49售01
71073U,中光電中信47售01
71074U,桓達群益48售02
71075U,新復興群益48售01
71076U,鑫科永豐47售01
71077U,系微群益49售02
71078U,廣明群益47售03
71079U,天品國票49售02
71080U,系微國票48售02
71081U,旺矽國票48售01
71082U,英濟國票48售02
71083U,系微凱基49售01
71084U,力旺元大47售02
71085U,力旺凱基48售02
71086U,力旺元富47售04
71087U,弘塑永豐48售01
71088U,旺矽群益48售01
71089U,弘塑國票48售03
71090U,聰泰國票48售01
71091U,營邦凱基47售04
71092U,雙鴻永豐48售02
71093U,弘塑群益47售04
71094U,加百裕國票47售02
71095U,加百裕國票48售02
71096U,加百裕國票4A售01
71097U,旺矽元富47售02
71098U,僑威中信47售01
71099U,湧德凱基47售01
71100U,加百裕元大47售07
71101U,雙鴻元大47售02
71102U,伯特光元富47售01
71103U,亞泰國票48售02
71104U,中光電群益47售03
71105U,永信建群益48售01
71106U,系微群益48售03
71107U,昇達科群益48售01
71108U,欣銓群益48售02
71109U,廣運群益47售06
71110U,譜瑞群益48售02
71111U,艾訊國票48售03
71112U,泰茂國票48售01
71113U,新復興國票48售01
71114U,昇達科元大47售04
71115U,新復興元富4A售02
71116U,雙鴻凱基47售07
71117U,高端國票48售04
71118U,華星光元大47售06
71119U,台特化元富47售07
71120U,華星光元富47售03
71121U,世界凱基47售02
71122U,M31國票48售02
71123U,台特化國票48售03
71124U,昇達科國票47售01
71125U,高端國票48售06
71126U,華星光國票48售02
71127U,華星光永豐48售01
71128U,華星光永豐49售01
71129U,櫃200群益47售02
71130U,台特化永豐49售01
71131U,系統電國票48售01
71132U,元太元大47售04
71133U,雙鴻元大47售03
71134U,新復興群益49售01
71135U,華星光元大47售07
71136U,雙鴻元大47售04
71137U,台特化國票48售05
71138U,旺矽國票48售04
71139U,易發國票48售03
71140U,雍智凱基48售01
71141U,雙鴻元大47售05
71142U,欣銓凱基48售03
71143U,聖暉*凱基47售04
71144U,雙鴻凱基47售08
71145U,弘塑群益47售08
71146U,華星光群益47售04
71147U,系微永豐49售01
71148U,昇達科永豐49售02
71149U,雙鴻元大48售05
71150U,弘塑凱基48售02
71151U,精測凱基49售01
71152U,力旺元大48售02
71153U,力旺元大48售03
71154U,雙鴻元大4A售01
71155U,力旺國票48售03
71156U,力旺永豐48售02
71157U,神準永豐49售01
71158U,鈊象永豐49售01
71159U,力旺凱基48售04
71160U,昇達科凱基48售01
71161U,信驊凱基48售01
71162U,力旺群益48售04
71163U,信驊群益4C售02
71164U,華星光群益48售05
71165U,雙鴻元大48售06
71166U,欣銓永豐48售04
71167U,旺矽國票49售02
71168U,昇達科國票48售03
71169U,朋億*國票49售03
71170U,華星光元富48售03
71171U,系微國票49售02
71172U,振曜國票49售01
71173U,聰泰群益48售02
71174U,雙鴻凱基4A售02
71175U,萬潤元大48售02
71176U,新復興元富48售01
71177U,華星光永豐4A售02
71178U,雙鴻永豐49售02
71179U,欣銓國票49售02
71180U,元太元大48售02
71181U,弘塑群益48售02
71182U,亞泰群益48售02
71183U,新復興元大4B售01
71184U,元太凱基48售03
71185U,譜瑞元富48售02
71186U,新復興元富48售02
71187U,僑威永豐48售01
71188U,錦明群益48售01
71189U,新復興凱基48售02
71190U,欣銓元大48售04
71191U,竹陞國票49售01
71192U,新復興國票4B售01
71193U,擎亞國票49售02
71194U,僑威凱基48售03
71195U,系微元富52售01
71196U,正基國票49售02
71197U,系微國票49售03
71198U,雙鴻群益4A售02
71199U,元太元大48售03
71200U,廣運永豐49售01
71201U,振曜國票49售02
71202U,富喬國票48售04
71203U,綠界*國票49售01
71204U,IET國票49售01
71205U,胡連國票48售01
71206U,泰茂國票49售02
71207U,雍智國票49售02
71208U,康全電元大4A售01
71209U,綠界*元富48售03
71210U,新復興永豐48售01
71211U,艾訊凱基49售01
71212U,胡連凱基48售03
71213U,新漢群益48售02
71214U,振曜永豐4B售01
71215U,IET國票49售02
71216U,IET國票49售03
71217U,前鼎國票49售01
71218U,新漢國票4A售02
71219U,群聯國票49售01
71220U,綠界*國票49售05
71221U,元太元大48售05
71222U,康全電元大48售01
71223U,精測元大48售04
71224U,台燿凱基48售02
71225U,世界元大48售02
71226U,群聯元大48售03
71227U,信驊凱基48售03
71228U,群聯凱基48售05
71229U,世界元大48售03
71230U,信驊元大48售06
71231U,信驊元大48售07
71232U,信驊元大48售08
71233U,M31國票49售01
71234U,信驊國票49售02
71235U,M31元富48售03
71236U,M31永豐49售03
71237U,信驊永豐49售02
71238U,新復興永豐4A售01
71239U,旺矽統一4A售03
71240U,艾訊國票49售02
71241U,力旺凱基48售05
71242U,亞泰凱基48售03
71243U,譜瑞凱基48售06
71244U,力旺元大48售06
71245U,新復興富邦4A售01
71246U,旺矽凱基48售04
71247U,萬潤凱基48售04
71248U,欣銓元富48售06
71249U,元太中信48售01
71250U,昇達科永豐49售03
71251U,弘塑國票4A售02
71252U,新復興國票4C售01
71253U,良維國票49售03
71254U,國債20國票49售04
71255U,群聯元富48售02
71256U,新復興永豐4A售02
71257U,國債20凱基48售01
71258U,昇達科國票52售01
71259U,泰茂國票49售04
71260U,雍智國票49售06
71261U,綠界*國票49售07
71262U,環球晶元大48售03
71263U,鈊象元富49售04
71264U,新復興國票53售01
71265U,環球晶凱基49售03
71266U,原相凱基49售02
71267U,世界國票4A售02
71268U,神準凱基49售02
71269U,欣銓國票4A售01
71270U,波若威永豐4C售02
71271U,旺矽元富49售04
71272U,原相元富49售02
71273U,順達國票4A售01
71274U,信驊元大49售05
71275U,信驊元大49售06
71276U,順達元大49售02
71277U,信驊凱基49售03
71278U,雙鴻凱基4B售01
71279U,欣銓群益49售03
71280U,雙鴻群益4A售03
71281U,元太元富49售02
71282U,順達元富49售04
71283U,順達永豐49售01
71284U,新復興國泰49售01
71285U,順達凱基49售03
71286U,雙鴻凱基4A售03
71287U,原相群益52售01
71288U,順達群益4A售02
71289U,雙鴻群益49售02
71290U,順達元大49售03
71291U,新復興國票4C售03
71292U,群聯國票4A售02
71293U,正淩元富49售03
71294U,新復興永豐4B售01
71295U,環球晶元富49售02
71296U,新復興富邦49售01
71297U,環球晶群益4B售02
71298U,元太凱基49售03
71299U,英濟凱基49售02
71300U,順達元富49售06
71301U,新復興統一53售02
71302U,友輝國票4A售02
71303U,環球晶國票49售02
71304U,順達元富49售09
71305U,群聯元富49售08
71306U,大綜國票49售03
71307U,廣明國票4A售02
71308U,波若威凱基49售02
71309U,金麗科群益4A售01
71310U,元太國票4A售03
71311U,智擎國票4A售02
71312U,順達國票4A售04
71313U,群聯國票4A售04
71314U,元太群益4B售02
71315U,威剛國票4A售03
71316U,順達元富49售12
71317U,力旺凱基49售03
71318U,力旺國票49售03
71319U,力旺國票49售04
71320U,力旺國票4A售02
71321U,力旺國票4B售03
71322U,系微國票4A售01
71323U,鏵友益國票51售02
71324U,群聯群益49售06
71325U,鏵友益群益4A售01
71326U,力旺元富4A售05
71327U,力旺元富4A售06
71328U,力旺中信49售02
71329U,群聯國票4A售05
71330U,晶呈凱基49售01
71331U,鈊象元大49售26
71332U,鈊象元大49售27
71333U,千附精國票4A售01
71334U,大宇資國票4A售03
71335U,艾訊國票4A售03
71336U,茂綸國票4A售03
71337U,富喬元富49售02
71338U,群聯凱基49售06
71339U,新復興群益4B售01
71340U,茂綸元大49售04
71341U,群聯元大49售15
71342U,鈊象國票4A售03
71343U,旺矽凱基49售04
71344U,雙鴻元富49售02
71345U,鈊象凱基49售08
71346U,旺矽元大49售05
71347U,宏捷科凱基49售02
71348U,加百裕元富49售03
71349U,波若威群益4C售01
71350U,台燿元大49售05
71351U,精材元大49售01
71352U,台燿國票4A售04
71353U,波若威國票4A售03
